arm,task,repeat,run_index,valid,resolved,evaluation_completed,patch_nonempty,completed,exit_code,wall_seconds,evaluation_seconds,repo,difficulty,model,api_provider,upstream_provider,session_id,input_tokens,output_tokens,reasoning_tokens,cache_read_tokens,cache_write_tokens,total_tokens,api_calls,estimated_cost_usd,actual_cost_usd,cost_usd,cost_source,tool_calls,files_changed,diff_lines,run_dir,error,api_wait_seconds,tool_execution_seconds,terminal_execution_seconds,unattributed_wall_seconds,api_duration_mean_seconds,api_duration_p95_seconds,ttft_mean_seconds,timing_event_count,skill_lifecycle_event_count,trace_exported,study_id,study_label,study_date,study_source_path,source_run_path,source_run_id,model_short,treatment_label
baseline,django__django-15731,1,24,True,True,True,True,True,0,93.82670875801705,22.4647016141098,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_180145_9c1178,11347,6716,0,643840,0,661903,35,0.011829880000000001,,0.011829880000000001,hermes_estimate,37,1,4,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/24__v4-flash-0731__baseline__django__django-15731__r1,,79.0870053768158,3.012,2.592,11.727703381201252,2.25962872505188,4.661223459243771,0.8154889038630895,146,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/24__v4-flash-0731__baseline__django__django-15731__r1,24__v4-flash-0731__baseline__django__django-15731__r1,V4,Baseline
caveman,django__django-7530,1,25,True,True,True,True,True,0,876.2426592800766,22.878854685928673,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_180337_8e7963,163215,53286,0,38269440,0,38485941,340,0.17126216999999994,,0.17126216999999994,hermes_estimate,350,1,8,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/25__v4-1-flash__caveman__django__django-7530__r1,,789.703013420105,66.317,63.789,20.22264585997165,2.3226559218238383,3.2800748467445375,1.8832615284358754,1383,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/25__v4-1-flash__caveman__django__django-7530__r1,25__v4-1-flash__caveman__django__django-7530__r1,V4.1,Caveman
baseline,django__django-13516,1,26,True,False,True,False,True,0,380.9461710010655,0.0,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_181832_a400dc,41691,12027,0,1677824,0,1731542,59,0.03236146399999999,,0.03236146399999999,hermes_estimate,58,0,0,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/26__v4-flash-0731__baseline__django__django-13516__r1,no patch to grade,357.97416949272156,10.926,3.821,12.046001508343965,6.0673588049613825,13.98414897918701,1.1503387103646487,238,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/26__v4-flash-0731__baseline__django__django-13516__r1,26__v4-flash-0731__baseline__django__django-13516__r1,V4,Baseline
ponytail,django__django-13516,1,27,True,True,True,True,True,0,170.74114452581853,22.841218742076308,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_182512_25688f,14163,4860,0,506880,0,525903,25,0.010231800000000001,,0.010231800000000001,hermes_estimate,24,1,4,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/27__v4-flash-0731__ponytail__django__django-13516__r1,,157.85457944869995,1.133,1.018,11.753565077118576,6.314183177947998,21.044818449020365,1.1698142337799071,102,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/27__v4-flash-0731__ponytail__django__django-13516__r1,27__v4-flash-0731__ponytail__django__django-13516__r1,V4,Ponytail
caveman_ponytail,django__django-7530,1,28,True,True,True,True,True,0,319.22958032018505,22.88254430796951,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_182821_da14b4,79099,13227,0,1393920,0,1486246,48,0.029699319999999998,,0.029699319999999998,hermes_estimate,50,1,2,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/28__v4-flash-0731__caveman_ponytail__django__django-7530__r1,,303.3835942745209,3.468,2.815,12.377986045664176,6.320491547385852,21.65867073535919,1.2450983623663585,201,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/28__v4-flash-0731__caveman_ponytail__django__django-7530__r1,28__v4-flash-0731__caveman_ponytail__django__django-7530__r1,V4,Caveman + Ponytail
baseline,django__django-16662,1,29,True,True,True,True,True,0,84.33760722307488,22.08679614099674,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_183358_4a57c3,27017,5111,0,720384,0,752512,36,0.009280302000000002,,0.009280302000000002,hermes_estimate,39,1,3,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/29__v4-1-flash__baseline__django__django-16662__r1,,61.84101915359497,10.738,10.482,11.758588069479913,1.7178060875998602,2.470943033695221,1.2899636030197144,155,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/29__v4-1-flash__baseline__django__django-16662__r1,29__v4-1-flash__baseline__django__django-16662__r1,V4.1,Baseline
baseline,django__django-16662,1,30,True,True,True,True,True,0,166.79472946212627,22.189352209912613,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_183541_59bd25,25891,8803,0,856320,0,891014,43,0.017553720000000005,,0.017553720000000005,hermes_estimate,42,2,16,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/30__v4-flash-0731__baseline__django__django-16662__r1,,145.31622529029846,9.426,9.349,12.052504171827808,3.379447099774383,7.282866024971007,1.114925179370614,174,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/30__v4-flash-0731__baseline__django__django-16662__r1,30__v4-flash-0731__baseline__django__django-16662__r1,V4,Baseline
caveman,django__django-15731,1,31,True,True,True,True,True,0,238.77506848587655,22.5497727280017,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_183846_42376c,64559,6527,0,682240,0,753326,37,0.015586840000000005,,0.015586840000000005,hermes_estimate,40,1,4,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/31__v4-flash-0731__caveman__django__django-15731__r1,,217.24186372756958,9.403,8.997,12.130204758306965,5.871401722366746,12.462770843505853,1.5621489125329096,159,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/31__v4-flash-0731__caveman__django__django-15731__r1,31__v4-flash-0731__caveman__django__django-15731__r1,V4,Caveman
ponytail,pytest-dev__pytest-7571,1,32,True,True,True,True,True,0,271.4855668991804,21.682057900819927,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_184301_612d6c,124878,5618,0,609792,0,740288,29,0.016549552000000002,,0.016549552000000002,hermes_estimate,30,1,7,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/32__v4-flash-0731__ponytail__pytest-dev__pytest-7571__r1,,253.6439871788025,5.759,5.589,12.082579720377922,8.746344385475949,23.536389064788814,4.037912376995744,122,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/32__v4-flash-0731__ponytail__pytest-dev__pytest-7571__r1,32__v4-flash-0731__ponytail__pytest-dev__pytest-7571__r1,V4,Ponytail
caveman,django__django-13516,1,33,True,True,True,True,True,0,257.92170460289344,22.53954804316163,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_184752_ea58c5,29741,11232,0,1029888,0,1070861,43,0.021262088000000002,,0.021262088000000002,hermes_estimate,42,1,4,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/33__v4-flash-0731__caveman__django__django-13516__r1,,240.7531065940857,4.8149999999999995,4.744,12.353598008807749,5.598909455676411,14.579546856880187,1.049598072850427,175,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/33__v4-flash-0731__caveman__django__django-13516__r1,33__v4-flash-0731__caveman__django__django-13516__r1,V4,Caveman
caveman,django__django-7530,1,34,True,True,True,True,True,0,363.829202682944,22.8965288749896,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_185228_98dcd1,130182,6192,0,621568,0,757942,30,0.017133808,,0.017133808,hermes_estimate,32,1,3,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/34__v4-flash-0731__caveman__django__django-7530__r1,,342.8601348400116,8.155,7.97,12.814067842932419,11.42867116133372,43.615203332900975,5.377355225880941,129,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/34__v4-flash-0731__caveman__django__django-7530__r1,34__v4-flash-0731__caveman__django__django-7530__r1,V4,Caveman
ponytail,pytest-dev__pytest-7571,1,35,True,True,True,True,True,0,409.7882945809979,21.679903771029785,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_185848_8837c0,30010,6396,0,1009792,0,1046198,44,0.011368475999999995,,0.011368475999999995,hermes_estimate,45,2,19,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/35__v4-1-flash__ponytail__pytest-dev__pytest-7571__r1,,80.69525098800659,316.191,316.062,12.902043592991333,1.83398297700015,2.437507891654968,1.4256150234829297,182,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/35__v4-1-flash__ponytail__pytest-dev__pytest-7571__r1,35__v4-1-flash__ponytail__pytest-dev__pytest-7571__r1,V4.1,Ponytail
caveman,pytest-dev__pytest-7571,1,36,True,True,True,True,True,0,139.4317527008243,21.57848883792758,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_190557_c4d68d,49699,5738,0,983808,0,1039245,35,0.019565047999999995,,0.019565047999999995,hermes_estimate,36,2,7,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/36__v4-flash-0731__caveman__pytest-dev__pytest-7571__r1,,116.32746982574463,11.106,10.805,11.998282875079662,3.323641995021275,7.489145088195798,1.183970696585519,149,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/36__v4-flash-0731__caveman__pytest-dev__pytest-7571__r1,36__v4-flash-0731__caveman__pytest-dev__pytest-7571__r1,V4,Caveman
baseline,django__django-13516,1,37,True,True,True,True,True,0,121.65570601890795,22.750261140055954,django/django,15 min - 1 hour,deepseek/deepseek-v4.1-flash-20260910,openrouter,deepseek,20260921_190835_d6cc95,25506,5060,0,753280,0,783846,39,0.009121739999999998,,0.009121739999999998,hermes_estimate,41,1,3,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/37__v4-1-flash__baseline__django__django-13516__r1,,65.30388832092285,43.693999999999996,43.397,12.657817697985102,1.6744586748954577,2.2750976562500007,1.2765410802303216,165,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/37__v4-1-flash__baseline__django__django-13516__r1,37__v4-1-flash__baseline__django__django-13516__r1,V4.1,Baseline
baseline,django__django-7530,1,38,True,True,True,True,True,0,70.44683284498751,23.056035051122308,django/django,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_191055_a77c9e,19777,7165,0,452096,0,479038,27,0.010317416000000001,,0.010317416000000001,hermes_estimate,27,1,2,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/38__v4-flash-0731__baseline__django__django-7530__r1,,57.11747765541077,1.544,1.372,11.785355189576745,2.115462135385584,6.0890589237213115,0.706736441011782,112,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/38__v4-flash-0731__baseline__django__django-7530__r1,38__v4-flash-0731__baseline__django__django-7530__r1,V4,Baseline
baseline,pytest-dev__pytest-7571,1,39,True,True,True,True,True,0,556.7911303488072,21.564062697114423,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_191222_aa5d0c,37938,15867,0,1702656,0,1756461,54,0.033837456,,0.033837456,hermes_estimate,57,1,7,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/39__v4-flash-0731__baseline__pytest-dev__pytest-7571__r1,,263.8032808303833,280.771,280.31800000000004,12.216849518423885,4.885245941303395,17.186384272575374,0.9978997354154233,226,0,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/39__v4-flash-0731__baseline__pytest-dev__pytest-7571__r1,39__v4-flash-0731__baseline__pytest-dev__pytest-7571__r1,V4,Baseline
caveman_ponytail,pytest-dev__pytest-7571,1,40,True,True,True,True,True,0,205.11160664702766,21.592597797047347,pytest-dev/pytest,15 min - 1 hour,deepseek/deepseek-v4-flash-0731,openrouter,relace,20260921_192158_14399d,154695,6487,0,846592,0,1007774,33,0.021809112000000002,,0.021809112000000002,hermes_estimate,33,1,8,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/40__v4-flash-0731__caveman_ponytail__pytest-dev__pytest-7571__r1,,188.38644576072693,4.235,3.753,12.490160886300728,5.7086801745674824,12.293309068679806,1.7383930683135986,137,1,True,current_mixed_provider,Current · V4 via Relace; V4.1 via DeepSeek,2026-09-21,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924,benchmark-results/deepseek-v4-v41-relace-deepseek-seed-260924/runs/40__v4-flash-0731__caveman_ponytail__pytest-dev__pytest-7571__r1,40__v4-flash-0731__caveman_ponytail__pytest-dev__pytest-7571__r1,V4,Caveman + Ponytail
